date,cpi,inflation_rate,zscore
1913-01-01,9.8,,
1913-02-01,9.8,0.0,-0.40982938905396443
1913-03-01,9.8,0.0,-0.40982938905396443
1913-04-01,9.8,0.0,-0.40982938905396443
1913-05-01,9.7,-0.010204081632653184,-2.013766400101821
1913-06-01,9.8,0.01030927835051565,1.210643055097488
1913-07-01,9.9,0.010204081632652962,1.1941076219938571
1913-08-01,9.9,0.0,-0.40982938905396443
1913-09-01,10.0,0.010101010101010166,1.177906238043905
1913-10-01,10.0,0.0,-0.40982938905396443
1913-11-01,10.1,0.010000000000000009,1.1620288817729176
1913-12-01,10.0,-0.00990099009900991,-1.9661247067043428
1914-01-01,10.0,0.0,-0.40982938905396443
1914-02-01,9.9,-0.010000000000000009,-1.9816876598808466
1914-03-01,9.9,0.0,-0.40982938905396443
1914-04-01,9.8,-0.010101010101010055,-1.9975650161518166
1914-05-01,9.9,0.010204081632652962,1.1941076219938571
1914-06-01,9.9,0.0,-0.40982938905396443
1914-07-01,10.0,0.010101010101010166,1.177906238043905
1914-08-01,10.2,0.020000000000000018,2.7338871525997996
1914-09-01,10.2,0.0,-0.40982938905396443
1914-10-01,10.1,-0.009803921568627416,-1.9508669094724695
1914-11-01,10.2,0.00990099009900991,1.1464659285964138
1914-12-01,10.1,-0.009803921568627416,-1.9508669094724695
1915-01-01,10.1,0.0,-0.40982938905396443
1915-02-01,10.0,-0.00990099009900991,-1.9661247067043428
1915-03-01,9.9,-0.010000000000000009,-1.9816876598808466
1915-04-01,10.0,0.010101010101010166,1.177906238043905
1915-05-01,10.1,0.010000000000000009,1.1620288817729176
1915-06-01,10.1,0.0,-0.40982938905396443
1915-07-01,10.1,0.0,-0.40982938905396443
1915-08-01,10.1,0.0,-0.40982938905396443
1915-09-01,10.1,0.0,-0.40982938905396443
1915-10-01,10.2,0.00990099009900991,1.1464659285964138
1915-11-01,10.3,0.009803921568627638,1.1312081313645754
1915-12-01,10.3,0.0,-0.40982938905396443
1916-01-01,10.4,0.009708737864077666,1.1162466020400936
1916-02-01,10.4,0.0,-0.40982938905396443
1916-03-01,10.5,0.009615384615384581,1.1015727944334153
1916-04-01,10.6,0.00952380952380949,1.0871784879240118
1916-05-01,10.7,0.00943396226415083,1.0730557721034524
1916-06-01,10.8,0.009345794392523477,1.0591970322795865
1916-07-01,10.8,0.0,-0.40982938905396443
1916-08-01,10.9,0.0092592592592593,1.0455949357857464
1916-09-01,11.1,0.0183486238532109,2.4743142271421297
1916-10-01,11.3,0.018018018018018056,2.4223476754989797
1916-11-01,11.5,0.017699115044247815,2.3722206478077754
1916-12-01,11.6,0.008695652173912993,0.9570038899259238
1917-01-01,11.7,0.008620689655172376,0.9452208444174783
1917-02-01,12.0,0.025641025641025772,3.6205764335790835
1917-03-01,12.0,0.0,-0.40982938905396443
1917-04-01,12.6,0.050000000000000044,7.449461965080446
1917-05-01,12.8,0.01587301587301604,2.0851837392426975
1917-06-01,13.0,0.015625,2.0461991591130366
1917-07-01,12.8,-0.01538461538461533,-2.8280728826337724
1917-08-01,13.0,0.015625,2.0461991591130366
1917-09-01,13.3,0.023076923076923217,3.217535851315782
1917-10-01,13.5,0.015037593984962294,1.9538672588059889
1917-11-01,13.5,0.0,-0.40982938905396443
1917-12-01,13.7,0.014814814814814836,1.9188495306895657
1918-01-01,14.0,0.021897810218978186,3.0321960215158605
1918-02-01,14.1,0.0071428571428571175,0.7129265186795177
1918-03-01,14.0,-0.007092198581560294,-1.5246224889311863
1918-04-01,14.2,0.014285714285714235,1.8356824264129998
1918-05-01,14.5,0.021126760563380254,2.9109979436788773
1918-06-01,14.7,0.01379310344827589,1.758250984500358
1918-07-01,15.1,0.027210884353741527,3.8673359737402735
1918-08-01,15.4,0.019867549668874274,2.7130678377544237
1918-09-01,15.7,0.01948051948051943,2.652232177491899
1918-10-01,16.0,0.019108280254777066,2.593721446920966
1918-11-01,16.3,0.018750000000000044,2.5374048687464437
1918-12-01,16.5,0.012269938650306678,1.518831065948332
1919-01-01,16.5,0.0,-0.40982938905396443
1919-02-01,16.2,-0.018181818181818188,-3.267753517830112
1919-03-01,16.4,0.012345679012345734,1.5307363773989833
1919-04-01,16.7,0.018292682926829285,2.465521106361064
1919-05-01,16.9,0.011976047904191489,1.4726356059482677
1919-06-01,16.9,0.0,-0.40982938905396443
1919-07-01,17.4,0.029585798816567976,4.240638867830286
1919-08-01,17.7,0.017241379310344973,2.300271077888956
1919-09-01,17.8,0.005649717514124353,0.47822613118722035
1919-10-01,18.1,0.016853932584269593,2.239369943800318
1919-11-01,18.5,0.022099447513812098,3.0638905464750446
1919-12-01,18.9,0.021621621621621623,2.9887830884095616
1920-01-01,19.3,0.021164021164021385,2.9168547820082513
1920-02-01,19.5,0.010362694300518172,1.2190392853780418
1920-03-01,19.7,0.01025641025641022,1.2023329399992406
1920-04-01,20.3,0.030456852791878264,4.377556207373098
1920-05-01,20.6,0.014778325123152802,1.9131138683256768
1920-06-01,20.9,0.014563106796116276,1.879284597587088
1920-07-01,20.8,-0.004784688995215225,-1.1619146861003053
1920-08-01,20.3,-0.024038461538461564,-4.188334847772432
1920-09-01,20.0,-0.014778325123152691,-2.732772646433588
1920-10-01,19.9,-0.0050000000000001155,-1.195758524467423
1920-11-01,19.8,-0.005025125628140614,-1.1997079171076594
1920-12-01,19.4,-0.020202020202020332,-3.5853006432497034
1921-01-01,19.0,-0.020618556701030855,-3.6507742773568
1921-02-01,18.4,-0.03157894736842115,-5.373592349559918
1921-03-01,18.3,-0.005434782608695565,-1.264100188416386
1921-04-01,18.1,-0.010928961748633892,-2.1277072806680435
1921-05-01,17.7,-0.02209944751381232,-3.8835493245830084
1921-06-01,17.6,-0.005649717514124131,-1.2978849092951144
1921-07-01,17.7,0.005681818181818121,0.4832719011885719
1921-08-01,17.7,0.0,-0.40982938905396443
1921-09-01,17.5,-0.011299435028248594,-2.1859404295363167
1921-10-01,17.5,0.0,-0.40982938905396443
1921-11-01,17.4,-0.005714285714285783,-1.3080341152407642
1921-12-01,17.3,-0.005747126436781436,-1.3131962113682365
1922-01-01,16.9,-0.023121387283237094,-4.044183772468733
1922-02-01,16.9,0.0,-0.40982938905396443
1922-03-01,16.7,-0.011834319526627168,-2.2700166918076614
1922-04-01,16.7,0.0,-0.40982938905396443
1922-05-01,16.7,0.0,-0.40982938905396443
1922-06-01,16.7,0.0,-0.40982938905396443
1922-07-01,16.8,0.005988023952095967,0.5314031084471865
1922-08-01,16.6,-0.011904761904761862,-2.281089235276435
1922-09-01,16.6,0.0,-0.40982938905396443
1922-10-01,16.7,0.0060240963855420215,0.5370731837332899
1922-11-01,16.8,0.005988023952095967,0.5314031084471865
1922-12-01,16.9,0.005952380952380931,0.5258005340572707
1923-01-01,16.8,-0.005917159763313529,-1.3399230404308042
1923-02-01,16.8,0.0,-0.40982938905396443
1923-03-01,16.8,0.0,-0.40982938905396443
1923-04-01,16.9,0.005952380952380931,0.5258005340572707
1923-05-01,16.9,0.0,-0.40982938905396443
1923-06-01,17.0,0.00591715976331364,0.5202642623228928
1923-07-01,17.2,0.0117647058823529,1.4394156354482415
1923-08-01,17.1,-0.005813953488371992,-1.3237004767439955
1923-09-01,17.2,0.005847953216374213,0.5093859740026822
1923-10-01,17.3,0.005813953488372103,0.5040416986360841
1923-11-01,17.3,0.0,-0.40982938905396443
1923-12-01,17.3,0.0,-0.40982938905396443
1924-01-01,17.3,0.0,-0.40982938905396443
1924-02-01,17.2,-0.005780346820809301,-1.318417984907661
1924-03-01,17.1,-0.005813953488371992,-1.3237004767439955
1924-04-01,17.0,-0.005847953216374324,-1.3290447521106286
1924-05-01,17.0,0.0,-0.40982938905396443
1924-06-01,17.0,0.0,-0.40982938905396443
1924-07-01,17.1,0.00588235294117645,0.5147931231971385
1924-08-01,17.0,-0.005847953216374324,-1.3290447521106286
1924-09-01,17.1,0.00588235294117645,0.5147931231971385
1924-10-01,17.2,0.005847953216374213,0.5093859740026822
1924-11-01,17.2,0.0,-0.40982938905396443
1924-12-01,17.3,0.005813953488372103,0.5040416986360841
1925-01-01,17.3,0.0,-0.40982938905396443
1925-02-01,17.2,-0.005780346820809301,-1.318417984907661
1925-03-01,17.3,0.005813953488372103,0.5040416986360841
1925-04-01,17.2,-0.005780346820809301,-1.318417984907661
1925-05-01,17.3,0.005813953488372103,0.5040416986360841
1925-06-01,17.5,0.01156069364161838,1.4073478026533937
1925-07-01,17.7,0.011428571428571344,1.3865800633196
1925-08-01,17.7,0.0,-0.40982938905396443
1925-09-01,17.7,0.0,-0.40982938905396443
1925-10-01,17.7,0.0,-0.40982938905396443
1925-11-01,18.0,0.016949152542372836,2.254337171669555
1925-12-01,17.9,-0.005555555555555647,-1.2830839839578014
1926-01-01,17.9,0.0,-0.40982938905396443
1926-02-01,17.9,0.0,-0.40982938905396443
1926-03-01,17.8,-0.005586592178770777,-1.2879625012477256
1926-04-01,17.9,0.00561797752808979,0.4732370552307847
1926-05-01,17.8,-0.005586592178770777,-1.2879625012477256
1926-06-01,17.7,-0.005617977528090012,-1.2928958333387486
1926-07-01,17.5,-0.011299435028248594,-2.1859404295363167
1926-08-01,17.4,-0.005714285714285783,-1.3080341152407642
1926-09-01,17.5,0.005747126436781658,0.4935374332603424
1926-10-01,17.6,0.005714285714285783,0.48837533713283526
1926-11-01,17.7,0.005681818181818121,0.4832719011885719
1926-12-01,17.7,0.0,-0.40982938905396443
1927-01-01,17.5,-0.011299435028248594,-2.1859404295363167
1927-02-01,17.4,-0.005714285714285783,-1.3080341152407642
1927-03-01,17.3,-0.005747126436781436,-1.3131962113682365
1927-04-01,17.3,0.0,-0.40982938905396443
