date,value
2009-01-01,1.1657
2009-02-01,1.1408315789473684
2009-03-01,1.1169090909090909
2009-04-01,1.1593619047619046
2009-05-01,1.29715
2009-06-01,1.2600636363636364
2009-07-01,1.1981363636363638
2009-08-01,1.2816190476190477
2009-09-01,1.2898571428571428
2009-10-01,1.3702045454545455
2009-11-01,1.37236
2009-12-01,1.4266818181818182
2010-01-01,1.401578947368421
2010-02-01,1.318642105263158
2010-03-01,1.3361739130434782
2010-04-01,1.3321285714285713
2010-05-01,1.3450250000000001
2010-06-01,1.5071863636363636
2010-07-01,1.6480476190476192
2010-08-01,1.73395
2010-09-01,1.870595238095238
2010-10-01,1.8866428571428573
2010-11-01,2.0469904761904765
2010-12-01,2.208681818181818
2011-01-01,2.3595526315789472
2011-02-01,2.5892789473684212
2011-03-01,2.7221956521739132
2011-04-01,2.817885
2011-05-01,2.749833333333333
2011-06-01,2.5801363636363637
2011-07-01,2.5252
2011-08-01,2.5637086956521737
2011-09-01,2.5907142857142857
2011-10-01,2.327952380952381
2011-11-01,2.3093761904761902
2011-12-01,2.248761904761905
2012-01-01,2.23245
2012-02-01,2.088835
2012-03-01,1.8643863636363636
2012-04-01,1.7883
2012-05-01,1.7425454545454544
2012-06-01,1.5683666666666665
2012-07-01,1.8060714285714288
2012-08-01,1.6576260869565218
2012-09-01,1.7202368421052632
2012-10-01,1.647391304347826
2012-11-01,1.485142857142857
2012-12-01,1.470475
2013-01-01,1.5002857142857142
2013-02-01,1.415057894736842
2013-03-01,1.390225
2013-04-01,1.3719863636363636
2013-05-01,1.3652727272727274
2013-06-01,1.234615
2013-07-01,1.2299545454545455
2013-08-01,1.1798954545454545
2013-09-01,1.1698
2013-10-01,1.127913043478261
2013-11-01,1.0565799999999999
2013-12-01,1.1217857142857144
2014-01-01,1.1762380952380953
2014-02-01,1.5423631578947368
2014-03-01,1.8898571428571427
2014-04-01,1.9728238095238093
2014-05-01,1.8855454545454544
2014-06-01,1.7180142857142857
2014-07-01,1.7259318181818182
2014-08-01,1.8808285714285713
2014-09-01,1.8878095238095238
2014-10-01,2.05054347826087
2014-11-01,1.8826210526315792
2014-12-01,1.7559772727272729
2015-01-01,1.692425
2015-02-01,1.5529684210526316
2015-03-01,1.3695227272727273
2015-04-01,1.3848619047619048
2015-05-01,1.32615
2015-06-01,1.3195045454545455
2015-07-01,1.2562272727272727
2015-08-01,1.2748619047619048
2015-09-01,1.189547619047619
2015-10-01,1.25125
2015-11-01,1.18404
2015-12-01,1.21925
2016-01-01,1.1701052631578948
2016-02-01,1.1665649999999999
2016-03-01,1.2573636363636362
2016-04-01,1.2302761904761905
2016-05-01,1.2497380952380954
2016-06-01,1.3588136363636363
2016-07-01,1.4546
2016-08-01,1.4119043478260869
2016-09-01,1.5228809523809523
2016-10-01,1.5560476190476191
2016-11-01,1.6077619047619047
2016-12-01,1.4101904761904762
2017-01-01,1.486925
2017-02-01,1.4552526315789474
2017-03-01,1.4138695652173912
2017-04-01,1.3589421052631578
2017-05-01,1.3320454545454545
2017-06-01,1.2424545454545455
2017-07-01,1.32525
2017-08-01,1.335408695652174
2017-09-01,1.3280238095238095
2017-10-01,1.2612045454545455
2017-11-01,1.259504761904762
2017-12-01,1.2319
2018-01-01,1.240904761904762
2018-02-01,1.2090105263157895
2018-03-01,1.1975714285714285
2018-04-01,1.1725285714285714
2018-05-01,1.2031363636363637
2018-06-01,1.1614428571428572
2018-07-01,1.1105714285714285
2018-08-01,1.0318217391304347
2018-09-01,0.9992894736842105
2018-10-01,1.1485
2018-11-01,1.1217857142857144
2018-12-01,1.0304
2019-01-01,1.0335
2019-02-01,0.9982052631578948
2019-03-01,0.9647380952380952
2019-04-01,0.919947619047619
2019-05-01,0.9266304347826086
2019-06-01,1.008205
2019-07-01,1.0612826086956522
2019-08-01,0.9488500000000001
2019-09-01,0.9975238095238096
2019-10-01,0.9736739130434783
2019-11-01,1.0999904761904762
2019-12-01,1.2961190476190476
2020-01-01,1.1350454545454545
2020-02-01,1.041715
2020-03-01,1.1497727272727274
2020-04-01,1.1376857142857144
2020-05-01,1.0606190476190476
2020-06-01,0.9681000000000001
2020-07-01,1.0399772727272727
2020-08-01,1.188795238095238
2020-09-01,1.2141818181818183
2020-10-01,1.0740227272727272
2020-11-01,1.1222238095238095
2020-12-01,1.2290227272727272
2021-01-01,1.245875
2021-02-01,1.2710050000000002
2021-03-01,1.3003260869565216
2021-04-01,1.3261857142857143
2021-05-01,1.5045238095238094
2021-06-01,1.5633454545454546
2021-07-01,1.6879318181818184
2021-08-01,1.8215045454545453
2021-09-01,1.9023636363636363
2021-10-01,2.027690476190476
2021-11-01,2.224381818181818
2021-12-01,2.3438695652173913
