date,brazil_temp_mean,brazil_precip_mean,vietnam_temp_mean,vietnam_precip_mean,coffeeCost,oilCost,cpi,coffeeD,oilD
2009-01-01,24.496491933413846,3.236260623229462,21.15282258064516,1.788064516129032,1.1657,41.68,211.143,1.539238768985948,55.036005740185566
2009-02-01,24.68038552161629,3.4925610956942084,25.69107142857143,1.59875,1.1408315789473684,44.76,212.193,1.4989473068088213,58.8105051533274
2009-03-01,24.70995140159995,3.078185640362225,25.988306451612903,3.845241935483872,1.1169090909090909,49.66,212.709,1.4639553961686451,65.09036909580695
2009-04-01,23.333976772260343,2.792995269316956,27.1825,9.283666666666669,1.1593619047619046,51.12,213.24,1.5158151274218183,66.83717051209905
2009-05-01,21.93453113616403,2.0445475638051045,26.795161290322586,11.564112903225809,1.29715,66.31,213.856,1.6910819163362265,86.44770602648512
2009-06-01,20.21197524217401,1.0278544124979223,28.34208333333333,7.413416666666666,1.2600636363636364,69.89,215.693,1.6287420636991212,90.33891586653252
2009-07-01,20.76768637050504,0.8366632337796087,27.56935483870968,9.695806451612905,1.1981363636363638,69.45,215.351,1.5511551581118523,89.91274198866039
2009-08-01,22.048053348545658,0.8324739791833468,28.00403225806452,9.501370967741936,1.2816190476190477,69.96,215.834,1.6555220850944974,90.37032126541692
2009-09-01,23.491024592925346,1.3062195424134797,27.034166666666668,13.630666666666666,1.2898571428571428,70.61,215.969,1.6651220829973616,91.15293963485502
2009-10-01,24.18355919136373,2.1389565217391304,26.04032258064516,9.128629032258065,1.3702045454545455,77.0,216.177,1.7671434411700515,99.30637394357402
2009-11-01,25.45189733877624,2.348145727822251,23.965416666666663,5.941083333333333,1.37236,77.28,216.33,1.7686715329357927,99.5969979198447
2009-12-01,24.878344085363928,2.952368979335272,23.591129032258063,1.8491129032258065,1.4266818181818182,79.36,215.949,1.8419244556479877,102.45811149854826
2010-01-01,25.127009696308946,2.7706145966709346,23.17217741935484,4.861532258064516,1.401578947368421,72.89,216.687,1.8033523639360485,93.78448074872972
2010-02-01,25.78528459770313,2.372937293729373,25.834821428571427,0.7780357142857143,1.318642105263158,79.66,216.741,1.6962183261661568,102.46961728514678
2010-03-01,25.099997302783628,2.7371589991928977,27.091532258064515,1.7002419354838711,1.3361739130434782,83.76,217.631,1.7117412469011668,107.3029831228088
2010-04-01,23.48519082847982,2.078268014131953,27.738333333333333,3.5575,1.332128571428571,86.15,218.009,1.703599897120892,110.1733978872432
2010-05-01,22.119261879864897,1.077563645015465,29.22822580645161,7.221854838709678,1.345025,73.97,218.178,1.71876018686577,94.52366388911804
2010-06-01,21.02322276270678,0.7018323967749817,28.5375,10.432916666666667,1.5071863636363636,75.63,217.965,1.927862604338061,96.73936301699814
2010-07-01,21.104600850990053,0.758376188249961,28.35,10.596774193548388,1.6480476190476192,78.95,218.011,2.107595361177713,100.96471233102918
2010-08-01,21.51947992089576,0.3109945220276213,28.15443548387097,11.93725806451613,1.73395,71.92,218.312,2.21439374793873,91.84763018065888
